STATION_NAME;TRANSECT;STATION_ID;SAMPLE_TIME;LATITUDE;LONGITUDE;SECCHI_DEPTH;ACOUSTIC_DEPTH;REPLICATE_DESC;TEMPERATURE;SALINITY;SAMPLE_DEPTH;CHL_A;TRICHODESMIUM
Hook Passage;Whitsundays;228;6/7/07 9:25;-20.21;148.905;;2.5;B2;22.5;37;2.5;0.26;Absent
Dent Passage;Whitsundays;227;6/7/07 8:40;-20.336;148.939;;;A1;22;38;;0.25;Absent
Dent Passage;Whitsundays;227;6/7/07 8:40;-20.336;148.939;;;A2;22;38;;0.25;Absent
Dent Passage;Whitsundays;227;6/7/07 8:40;-20.336;148.939;;;B1;22;38;;0.25;Absent
Dent Passage;Whitsundays;227;6/7/07 8:40;-20.336;148.939;;;B2;22;38;;0.22;Absent
Line Reef;Whitsundays;229;28/5/07 10:25;-19.756;149.14;;2;A1;26;39;2;0.27;Absent
Line Reef;Whitsundays;229;28/5/07 10:25;-19.756;149.14;;2;A2;26;39;2;0.24;Absent
Line Reef;Whitsundays;229;28/5/07 10:25;-19.756;149.14;;2;B1;26;39;2;0.26;Absent
Line Reef;Whitsundays;229;28/5/07 10:25;-19.756;149.14;;2;B2;26;39;2;0.23;Absent
Hook Passage;Whitsundays;228;8/5/07 9:35;-20.21;148.905;;;A1;26;38;;0.35;Absent
Hook Passage;Whitsundays;228;8/5/07 9:35;-20.21;148.905;;;A2;26;38;;0.34;Absent
Hook Passage;Whitsundays;228;8/5/07 9:35;-20.21;148.905;;;B1;26;38;;0.35;Absent
Hook Passage;Whitsundays;228;8/5/07 9:35;-20.21;148.905;;;B2;26;38;;0.32;Absent
Dent Passage;Whitsundays;227;8/5/07 8:35;-20.336;148.939;;;A1;26;38;;0.48;Absent
Dent Passage;Whitsundays;227;8/5/07 8:35;-20.336;148.939;;;A2;26;38;;0.49;Absent
Dent Passage;Whitsundays;227;8/5/07 8:35;-20.336;148.939;;;B1;26;38;;0.39;Absent
Dent Passage;Whitsundays;227;8/5/07 8:35;-20.336;148.939;;;B2;26;38;;0.4;Absent
Line Reef;Whitsundays;229;28/1/07 18:10;-19.756;149.14;;1.5;A1;28;35;1.5;0.4;Absent
Line Reef;Whitsundays;229;28/1/07 18:10;-19.756;149.14;;1.5;A2;28;35;1.5;0.42;Absent
Line Reef;Whitsundays;229;28/1/07 18:10;-19.756;149.14;;1.5;B1;28;35;1.5;0.44;Absent
Line Reef;Whitsundays;229;28/1/07 18:10;-19.756;149.14;;1.5;B2;28;35;1.5;0.46;Absent
Hook Passage;Whitsundays;228;28/1/07 14:40;-20.21;148.905;;;A1;28;35;;0.28;Absent
Hook Passage;Whitsundays;228;28/1/07 14:40;-20.21;148.905;;;A2;28;35;;0.3;Absent
Hook Passage;Whitsundays;228;28/1/07 14:40;-20.21;148.905;;;B1;28;35;;0.3;Absent
Hook Passage;Whitsundays;228;28/1/07 14:40;-20.21;148.905;;;B2;28;35;;0.29;Absent
Dent Passage;Whitsundays;227;28/1/07 10:40;-20.336;148.939;;1.5;A1;27.8;37;1.5;0.29;Absent
Dent Passage;Whitsundays;227;28/1/07 10:40;-20.336;148.939;;1.5;A2;27.8;37;1.5;0.23;Absent
Dent Passage;Whitsundays;227;28/1/07 10:40;-20.336;148.939;;1.5;B1;27.8;37;1.5;0.23;Absent
Dent Passage;Whitsundays;227;28/1/07 10:40;-20.336;148.939;;1.5;B2;27.8;37;1.5;0.24;Absent
